timestamp,date,sector,job_count
20130712221701,2013-07-12 22:17:01,Life insurance,213
20130712221701,2013-07-12 22:17:01,Management consultancy,36
20130712221701,2013-07-12 22:17:01,Pensions,108
20130712221701,2013-07-12 22:17:01,Reinsurance,49
20130712221701,2013-07-12 22:17:01,Risk management,47
20130712221701,2013-07-12 22:17:01,Solvency II,34
20130712221701,2013-07-12 22:17:01,Systems,16
20130712221701,2013-07-12 22:17:01,Other,48
20130714003325,2013-07-14 00:33:25,Banking and finance,20
20130714003325,2013-07-14 00:33:25,General insurance,289
20130714003325,2013-07-14 00:33:25,Health,7
20130714003325,2013-07-14 00:33:25,Hedge funds,3
20130714003325,2013-07-14 00:33:25,Investment,36
20130714003325,2013-07-14 00:33:25,IT,5
20130714003325,2013-07-14 00:33:25,Life insurance,208
20130714003325,2013-07-14 00:33:25,Management consultancy,32
20130714003325,2013-07-14 00:33:25,Pensions,107
20130714003325,2013-07-14 00:33:25,Reinsurance,45
20130714003325,2013-07-14 00:33:25,Risk management,41
20130714003325,2013-07-14 00:33:25,Solvency II,31
20130714003325,2013-07-14 00:33:25,Systems,15
20130714003325,2013-07-14 00:33:25,Other,49
20130806132629,2013-08-06 13:26:29,Banking and finance,25
20130806132629,2013-08-06 13:26:29,General insurance,250
20130806132629,2013-08-06 13:26:29,Health,4
20130806132629,2013-08-06 13:26:29,Hedge funds,2
20130806132629,2013-08-06 13:26:29,Investment,37
20130806132629,2013-08-06 13:26:29,IT,4
20130806132629,2013-08-06 13:26:29,Life insurance,186
20130806132629,2013-08-06 13:26:29,Management consultancy,28
20130806132629,2013-08-06 13:26:29,Pensions,94
20130806132629,2013-08-06 13:26:29,Reinsurance,35
20130806132629,2013-08-06 13:26:29,Risk management,35
20130806132629,2013-08-06 13:26:29,Solvency II,42
20130806132629,2013-08-06 13:26:29,Systems,20
20130806132629,2013-08-06 13:26:29,Other,64
20130912123946,2013-09-12 12:39:46,Banking and finance,12
20130912123946,2013-09-12 12:39:46,General insurance,217
20130912123946,2013-09-12 12:39:46,Health,15
20130912123946,2013-09-12 12:39:46,Hedge funds,3
20130912123946,2013-09-12 12:39:46,Investment,32
20130912123946,2013-09-12 12:39:46,IT,4
20130912123946,2013-09-12 12:39:46,Life insurance,235
20130912123946,2013-09-12 12:39:46,Management consultancy,47
20130912123946,2013-09-12 12:39:46,Pensions,79
20130912123946,2013-09-12 12:39:46,Reinsurance,40
20130912123946,2013-09-12 12:39:46,Risk management,46
20130912123946,2013-09-12 12:39:46,Solvency II,36
20130912123946,2013-09-12 12:39:46,Systems,22
20130912123946,2013-09-12 12:39:46,Other,36
20130927210457,2013-09-27 21:04:57,Banking and finance,15
20130927210457,2013-09-27 21:04:57,General insurance,222
20130927210457,2013-09-27 21:04:57,Health,9
20130927210457,2013-09-27 21:04:57,Hedge funds,2
20130927210457,2013-09-27 21:04:57,Investment,36
20130927210457,2013-09-27 21:04:57,IT,7
20130927210457,2013-09-27 21:04:57,Life insurance,252
20130927210457,2013-09-27 21:04:57,Management consultancy,42
20130927210457,2013-09-27 21:04:57,Pensions,76
20130927210457,2013-09-27 21:04:57,Reinsurance,38
20130927210457,2013-09-27 21:04:57,Risk management,52
20130927210457,2013-09-27 21:04:57,Solvency II,39
20130927210457,2013-09-27 21:04:57,Systems,22
20130927210457,2013-09-27 21:04:57,Other,35
20131112054849,2013-11-12 05:48:49,Banking and finance,8
20131112054849,2013-11-12 05:48:49,General insurance,219
20131112054849,2013-11-12 05:48:49,Health,12
20131112054849,2013-11-12 05:48:49,Hedge funds,2
20131112054849,2013-11-12 05:48:49,Investment,21
20131112054849,2013-11-12 05:48:49,IT,6
20131112054849,2013-11-12 05:48:49,Life insurance,205
20131112054849,2013-11-12 05:48:49,Management consultancy,24
20131112054849,2013-11-12 05:48:49,Pensions,67
20131112054849,2013-11-12 05:48:49,Reinsurance,38
20131112054849,2013-11-12 05:48:49,Risk management,49
20131112054849,2013-11-12 05:48:49,Solvency II,32
20131112054849,2013-11-12 05:48:49,Systems,22
20131112054849,2013-11-12 05:48:49,Other,21
20131123035836,2013-11-23 03:58:36,Banking and finance,13
20131123035836,2013-11-23 03:58:36,General insurance,306
20131123035836,2013-11-23 03:58:36,Health,17
20131123035836,2013-11-23 03:58:36,Hedge funds,3
20131123035836,2013-11-23 03:58:36,Investment,26
20131123035836,2013-11-23 03:58:36,IT,10
20131123035836,2013-11-23 03:58:36,Life insurance,245
20131123035836,2013-11-23 03:58:36,Management consultancy,45
20131123035836,2013-11-23 03:58:36,Pensions,84
20131123035836,2013-11-23 03:58:36,Reinsurance,66
20131123035836,2013-11-23 03:58:36,Risk management,74
20131123035836,2013-11-23 03:58:36,Solvency II,48
20131123035836,2013-11-23 03:58:36,Systems,30
20131123035836,2013-11-23 03:58:36,Other,32
20131227184741,2013-12-27 18:47:41,Banking and finance,15
20131227184741,2013-12-27 18:47:41,General insurance,208
20131227184741,2013-12-27 18:47:41,Health,15
20131227184741,2013-12-27 18:47:41,Hedge funds,7
20131227184741,2013-12-27 18:47:41,Investment,28
20131227184741,2013-12-27 18:47:41,IT,10
20131227184741,2013-12-27 18:47:41,Life insurance,181
20131227184741,2013-12-27 18:47:41,Management consultancy,45
20131227184741,2013-12-27 18:47:41,Pensions,51
20131227184741,2013-12-27 18:47:41,Reinsurance,51
20131227184741,2013-12-27 18:47:41,Risk management,76
20131227184741,2013-12-27 18:47:41,Solvency II,42
20131227184741,2013-12-27 18:47:41,Systems,26
20131227184741,2013-12-27 18:47:41,Other,23
20140112053143,2014-01-12 05:31:43,Banking and finance,14
20140112053143,2014-01-12 05:31:43,General insurance,238
20140112053143,2014-01-12 05:31:43,Health,9
20140112053143,2014-01-12 05:31:43,Hedge funds,3
20140112053143,2014-01-12 05:31:43,Investment,31
20140112053143,2014-01-12 05:31:43,IT,9
20140112053143,2014-01-12 05:31:43,Life insurance,181
20140112053143,2014-01-12 05:31:43,Management consultancy,44
20140112053143,2014-01-12 05:31:43,Pensions,73
20140112053143,2014-01-12 05:31:43,Reinsurance,44
20140112053143,2014-01-12 05:31:43,Risk management,80
20140112053143,2014-01-12 05:31:43,Solvency II,41
20140112053143,2014-01-12 05:31:43,Systems,16
20140112053143,2014-01-12 05:31:43,Other,23
20140113160854,2014-01-13 16:08:54,Banking and finance,12
20140113160854,2014-01-13 16:08:54,General insurance,235
20140113160854,2014-01-13 16:08:54,Health,9
20140113160854,2014-01-13 16:08:54,Hedge funds,3
20140113160854,2014-01-13 16:08:54,Investment,28
20140113160854,2014-01-13 16:08:54,IT,9
20140113160854,2014-01-13 16:08:54,Life insurance,184
20140113160854,2014-01-13 16:08:54,Management consultancy,41
20140113160854,2014-01-13 16:08:54,Pensions,70
20140113160854,2014-01-13 16:08:54,Reinsurance,44
20140113160854,2014-01-13 16:08:54,Risk management,78
20140113160854,2014-01-13 16:08:54,Solvency II,39
20140113160854,2014-01-13 16:08:54,Systems,16
20140113160854,2014-01-13 16:08:54,Other,23
20140214021001,2014-02-14 02:10:01,Banking and finance,17
20140214021001,2014-02-14 02:10:01,General insurance,208
20140214021001,2014-02-14 02:10:01,Health,14
20140214021001,2014-02-14 02:10:01,Hedge funds,9
20140214021001,2014-02-14 02:10:01,Investment,51
20140214021001,2014-02-14 02:10:01,IT,5
20140214021001,2014-02-14 02:10:01,Life insurance,212
20140214021001,2014-02-14 02:10:01,Management consultancy,54
20140214021001,2014-02-14 02:10:01,Pensions,76
20140214021001,2014-02-14 02:10:01,Reinsurance,66
20140214021001,2014-02-14 02:10:01,Risk management,93
20140214021001,2014-02-14 02:10:01,Solvency II,59
20140214021001,2014-02-14 02:10:01,Systems,29
20140214021001,2014-02-14 02:10:01,Other,18
20140315031049,2014-03-15 03:10:49,Banking and finance,11
20140315031049,2014-03-15 03:10:49,General insurance,196
20140315031049,2014-03-15 03:10:49,Health,15
20140315031049,2014-03-15 03:10:49,Hedge funds,10
20140315031049,2014-03-15 03:10:49,Investment,55
20140315031049,2014-03-15 03:10:49,IT,4
20140315031049,2014-03-15 03:10:49,Life insurance,230
20140315031049,2014-03-15 03:10:49,Management consultancy,49
20140315031049,2014-03-15 03:10:49,Pensions,64
20140315031049,2014-03-15 03:10:49,Reinsurance,70
20140315031049,2014-03-15 03:10:49,Risk management,93
20140315031049,2014-03-15 03:10:49,Solvency II,59
20140315031049,2014-03-15 03:10:49,Systems,24
20140315031049,2014-03-15 03:10:49,Other,22
20140514165756,2014-05-14 16:57:56,Banking and finance,19
20140514165756,2014-05-14 16:57:56,General insurance,248
20140514165756,2014-05-14 16:57:56,Health,16
20140514165756,2014-05-14 16:57:56,Hedge funds,5
20140514165756,2014-05-14 16:57:56,Investment,38
20140514165756,2014-05-14 16:57:56,IT,7
20140514165756,2014-05-14 16:57:56,Life insurance,221
20140514165756,2014-05-14 16:57:56,Management consultancy,47
20140514165756,2014-05-14 16:57:56,Pensions,83
20140514165756,2014-05-14 16:57:56,Reinsurance,72
20140514165756,2014-05-14 16:57:56,Risk management,94
20140514165756,2014-05-14 16:57:56,Solvency II,98
20140514165756,2014-05-14 16:57:56,Systems,24
20140514165756,2014-05-14 16:57:56,Other,15
20140714140106,2014-07-14 14:01:06,Banking and finance,11
20140714140106,2014-07-14 14:01:06,General insurance,226
20140714140106,2014-07-14 14:01:06,Health,9
20140714140106,2014-07-14 14:01:06,Hedge funds,6
20140714140106,2014-07-14 14:01:06,Investment,44
20140714140106,2014-07-14 14:01:06,IT,4
20140714140106,2014-07-14 14:01:06,Life insurance,219
20140714140106,2014-07-14 14:01:06,Management consultancy,45
20140714140106,2014-07-14 14:01:06,Pensions,58
20140714140106,2014-07-14 14:01:06,Reinsurance,57
20140714140106,2014-07-14 14:01:06,Risk management,73
20140714140106,2014-07-14 14:01:06,Solvency II,61
20140714140106,2014-07-14 14:01:06,Systems,10
20140714140106,2014-07-14 14:01:06,Other,17
20140913133019,2014-09-13 13:30:19,Banking and finance,17
20140913133019,2014-09-13 13:30:19,General insurance,281
20140913133019,2014-09-13 13:30:19,Health,12
20140913133019,2014-09-13 13:30:19,Hedge funds,8
20140913133019,2014-09-13 13:30:19,Investment,28
20140913133019,2014-09-13 13:30:19,IT,4
20140913133019,2014-09-13 13:30:19,Life insurance,333
20140913133019,2014-09-13 13:30:19,Management consultancy,83
20140913133019,2014-09-13 13:30:19,Pensions,84
20140913133019,2014-09-13 13:30:19,Reinsurance,98
20140913133019,2014-09-13 13:30:19,Risk management,117
20140913133019,2014-09-13 13:30:19,Solvency II,106
20140913133019,2014-09-13 13:30:19,Systems,25
20140913133019,2014-09-13 13:30:19,Other,38
20140920035221,2014-09-20 03:52:21,Banking and finance,19
20140920035221,2014-09-20 03:52:21,General insurance,284
20140920035221,2014-09-20 03:52:21,Health,10
20140920035221,2014-09-20 03:52:21,Hedge funds,9
20140920035221,2014-09-20 03:52:21,Investment,34
20140920035221,2014-09-20 03:52:21,IT,3
20140920035221,2014-09-20 03:52:21,Life insurance,308
20140920035221,2014-09-20 03:52:21,Management consultancy,79
20140920035221,2014-09-20 03:52:21,Pensions,79
20140920035221,2014-09-20 03:52:21,Reinsurance,91
20140920035221,2014-09-20 03:52:21,Risk management,128
20140920035221,2014-09-20 03:52:21,Solvency II,111
20140920035221,2014-09-20 03:52:21,Systems,23
20140920035221,2014-09-20 03:52:21,Other,37
20141009124912,2014-10-09 12:49:12,Banking and finance,28
20141009124912,2014-10-09 12:49:12,General insurance,313
20141009124912,2014-10-09 12:49:12,Health,13
20141009124912,2014-10-09 12:49:12,Hedge funds,17
20141009124912,2014-10-09 12:49:12,Investment,49
20141009124912,2014-10-09 12:49:12,IT,4
20141009124912,2014-10-09 12:49:12,Life insurance,321
20141009124912,2014-10-09 12:49:12,Management consultancy,66
20141009124912,2014-10-09 12:49:12,Pensions,75
20141009124912,2014-10-09 12:49:12,Reinsurance,70
20141009124912,2014-10-09 12:49:12,Risk management,111
20141009124912,2014-10-09 12:49:12,Solvency II,94
20141009124912,2014-10-09 12:49:12,Systems,26
20141009124912,2014-10-09 12:49:12,Other,47
20141013154059,2014-10-13 15:40:59,Banking and finance,30
20141013154059,2014-10-13 15:40:59,General insurance,339
20141013154059,2014-10-13 15:40:59,Health,15
20141013154059,2014-10-13 15:40:59,Hedge funds,16
20141013154059,2014-10-13 15:40:59,Investment,54
20141013154059,2014-10-13 15:40:59,IT,5
20141013154059,2014-10-13 15:40:59,Life insurance,341
20141013154059,2014-10-13 15:40:59,Management consultancy,75
20141013154059,2014-10-13 15:40:59,Pensions,87
20141013154059,2014-10-13 15:40:59,Reinsurance,75
20141013154059,2014-10-13 15:40:59,Risk management,115
20141013154059,2014-10-13 15:40:59,Solvency II,108
20141013154059,2014-10-13 15:40:59,Systems,34
20141013154059,2014-10-13 15:40:59,Other,45
20141021054752,2014-10-21 05:47:52,Banking and finance,30
20141021054752,2014-10-21 05:47:52,General insurance,355
20141021054752,2014-10-21 05:47:52,Health,17
20141021054752,2014-10-21 05:47:52,Hedge funds,15
20141021054752,2014-10-21 05:47:52,Investment,62
20141021054752,2014-10-21 05:47:52,IT,5
20141021054752,2014-10-21 05:47:52,Life insurance,381
20141021054752,2014-10-21 05:47:52,Management consultancy,84
20141021054752,2014-10-21 05:47:52,Pensions,102
20141021054752,2014-10-21 05:47:52,Reinsurance,80
20141021054752,2014-10-21 05:47:52,Risk management,126
20141021054752,2014-10-21 05:47:52,Solvency II,110
20141021054752,2014-10-21 05:47:52,Systems,42
20141021054752,2014-10-21 05:47:52,Other,50
20141113042929,2014-11-13 04:29:29,Banking and finance,18
20141113042929,2014-11-13 04:29:29,General insurance,329
20141113042929,2014-11-13 04:29:29,Health,13
20141113042929,2014-11-13 04:29:29,Hedge funds,7
20141113042929,2014-11-13 04:29:29,Investment,53
20141113042929,2014-11-13 04:29:29,IT,10
20141113042929,2014-11-13 04:29:29,Life insurance,408
20141113042929,2014-11-13 04:29:29,Management consultancy,88
20141113042929,2014-11-13 04:29:29,Pensions,98
20141113042929,2014-11-13 04:29:29,Reinsurance,87
20141113042929,2014-11-13 04:29:29,Risk management,147
20141113042929,2014-11-13 04:29:29,Solvency II,122
20141113042929,2014-11-13 04:29:29,Systems,66
20141113042929,2014-11-13 04:29:29,Other,43
20150112161925,2015-01-12 16:19:25,Banking and finance,25
20150112161925,2015-01-12 16:19:25,General insurance,288
20150112161925,2015-01-12 16:19:25,Health,16
20150112161925,2015-01-12 16:19:25,Hedge funds,9
20150112161925,2015-01-12 16:19:25,Investment,42
20150112161925,2015-01-12 16:19:25,IT,7
20150112161925,2015-01-12 16:19:25,Life insurance,335
20150112161925,2015-01-12 16:19:25,Management consultancy,74
20150112161925,2015-01-12 16:19:25,Pensions,70
20150112161925,2015-01-12 16:19:25,Reinsurance,76
20150112161925,2015-01-12 16:19:25,Risk management,109
20150112161925,2015-01-12 16:19:25,Solvency II,127
20150112161925,2015-01-12 16:19:25,Systems,63
20150112161925,2015-01-12 16:19:25,Other,41
20150206175600,2015-02-06 17:56:00,Banking and finance,18
20150206175600,2015-02-06 17:56:00,General insurance,320
20150206175600,2015-02-06 17:56:00,Health,34
20150206175600,2015-02-06 17:56:00,Hedge funds,8
20150206175600,2015-02-06 17:56:00,Investment,51
20150206175600,2015-02-06 17:56:00,IT,7
20150206175600,2015-02-06 17:56:00,Life insurance,423
20150206175600,2015-02-06 17:56:00,Management consultancy,139
20150206175600,2015-02-06 17:56:00,Pensions,69
20150206175600,2015-02-06 17:56:00,Reinsurance,122
20150206175600,2015-02-06 17:56:00,Risk management,190
20150206175600,2015-02-06 17:56:00,Solvency II,176
20150206175600,2015-02-06 17:56:00,Systems,82
20150206175600,2015-02-06 17:56:00,Other,73
20150222181808,2015-02-22 18:18:08,Banking and finance,25
20150222181808,2015-02-22 18:18:08,General insurance,320
20150222181808,2015-02-22 18:18:08,Health,31
20150222181808,2015-02-22 18:18:08,Hedge funds,10
20150222181808,2015-02-22 18:18:08,Investment,55
20150222181808,2015-02-22 18:18:08,IT,7
20150222181808,2015-02-22 18:18:08,Life insurance,367
20150222181808,2015-02-22 18:18:08,Management consultancy,147
20150222181808,2015-02-22 18:18:08,Pensions,78
20150222181808,2015-02-22 18:18:08,Reinsurance,134
20150222181808,2015-02-22 18:18:08,Risk management,196
20150222181808,2015-02-22 18:18:08,Solvency II,168
20150222181808,2015-02-22 18:18:08,Systems,94
20150222181808,2015-02-22 18:18:08,Other,93
20150304083924,2015-03-04 08:39:24,Banking and finance,28
20150304083924,2015-03-04 08:39:24,General insurance,279
20150304083924,2015-03-04 08:39:24,Health,27
20150304083924,2015-03-04 08:39:24,Hedge funds,9
20150304083924,2015-03-04 08:39:24,Investment,57
20150304083924,2015-03-04 08:39:24,IT,5
20150304083924,2015-03-04 08:39:24,Life insurance,347
20150304083924,2015-03-04 08:39:24,Management consultancy,88
20150304083924,2015-03-04 08:39:24,Pensions,77
20150304083924,2015-03-04 08:39:24,Reinsurance,104
20150304083924,2015-03-04 08:39:24,Risk management,148
20150304083924,2015-03-04 08:39:24,Solvency II,127
20150304083924,2015-03-04 08:39:24,Systems,71
20150304083924,2015-03-04 08:39:24,Other,75
20150325055307,2015-03-25 05:53:07,Banking and finance,22
20150325055307,2015-03-25 05:53:07,General insurance,293
20150325055307,2015-03-25 05:53:07,Health,16
20150325055307,2015-03-25 05:53:07,Hedge funds,9
20150325055307,2015-03-25 05:53:07,Investment,56
20150325055307,2015-03-25 05:53:07,IT,2
20150325055307,2015-03-25 05:53:07,Life insurance,379
20150325055307,2015-03-25 05:53:07,Management consultancy,112
20150325055307,2015-03-25 05:53:07,Pensions,116
20150325055307,2015-03-25 05:53:07,Reinsurance,124
20150325055307,2015-03-25 05:53:07,Risk management,167
20150325055307,2015-03-25 05:53:07,Solvency II,149
20150325055307,2015-03-25 05:53:07,Systems,90
20150325055307,2015-03-25 05:53:07,Other,84
20150408071741,2015-04-08 07:17:41,Banking and finance,18
20150408071741,2015-04-08 07:17:41,General insurance,296
20150408071741,2015-04-08 07:17:41,Health,16
20150408071741,2015-04-08 07:17:41,Hedge funds,6
20150408071741,2015-04-08 07:17:41,Investment,55
20150408071741,2015-04-08 07:17:41,IT,3
20150408071741,2015-04-08 07:17:41,Life insurance,404
20150408071741,2015-04-08 07:17:41,Management consultancy,145
20150408071741,2015-04-08 07:17:41,Pensions,115
20150408071741,2015-04-08 07:17:41,Reinsurance,149
20150408071741,2015-04-08 07:17:41,Risk management,192
20150408071741,2015-04-08 07:17:41,Solvency II,177
20150408071741,2015-04-08 07:17:41,Systems,112
20150408071741,2015-04-08 07:17:41,Other,103
20150428035217,2015-04-28 03:52:17,Banking and finance,18
20150428035217,2015-04-28 03:52:17,General insurance,274
20150428035217,2015-04-28 03:52:17,Health,15
20150428035217,2015-04-28 03:52:17,Hedge funds,6
20150428035217,2015-04-28 03:52:17,Investment,48
20150428035217,2015-04-28 03:52:17,IT,9
20150428035217,2015-04-28 03:52:17,Life insurance,378
20150428035217,2015-04-28 03:52:17,Management consultancy,131
20150428035217,2015-04-28 03:52:17,Pensions,112
20150428035217,2015-04-28 03:52:17,Reinsurance,132
20150428035217,2015-04-28 03:52:17,Risk management,153
20150428035217,2015-04-28 03:52:17,Solvency II,159
20150428035217,2015-04-28 03:52:17,Systems,94
20150428035217,2015-04-28 03:52:17,Other,74
20150607144851,2015-06-07 14:48:51,Banking and finance,18
20150607144851,2015-06-07 14:48:51,General insurance,294
20150607144851,2015-06-07 14:48:51,Health,8
20150607144851,2015-06-07 14:48:51,Hedge funds,5
20150607144851,2015-06-07 14:48:51,Investment,63
20150607144851,2015-06-07 14:48:51,IT,7
20150607144851,2015-06-07 14:48:51,Life insurance,304
20150607144851,2015-06-07 14:48:51,Management consultancy,97
20150607144851,2015-06-07 14:48:51,Pensions,123
20150607144851,2015-06-07 14:48:51,Reinsurance,96
20150607144851,2015-06-07 14:48:51,Risk management,140
20150607144851,2015-06-07 14:48:51,Solvency II,124
20150607144851,2015-06-07 14:48:51,Systems,79
20150607144851,2015-06-07 14:48:51,Other,78
20150629125825,2015-06-29 12:58:25,Banking and finance,13
20150629125825,2015-06-29 12:58:25,General insurance,261
20150629125825,2015-06-29 12:58:25,Health,16
20150629125825,2015-06-29 12:58:25,Hedge funds,12
20150629125825,2015-06-29 12:58:25,Investment,70
20150629125825,2015-06-29 12:58:25,IT,22
20150629125825,2015-06-29 12:58:25,Life insurance,387
20150629125825,2015-06-29 12:58:25,Management consultancy,119
20150629125825,2015-06-29 12:58:25,Pensions,133
20150629125825,2015-06-29 12:58:25,Reinsurance,128
20150629125825,2015-06-29 12:58:25,Risk management,151
20150629125825,2015-06-29 12:58:25,Solvency II,152
20150629125825,2015-06-29 12:58:25,Systems,124
20150629125825,2015-06-29 12:58:25,Other,115
20150717231642,2015-07-17 23:16:42,Banking and finance,16
20150717231642,2015-07-17 23:16:42,General insurance,177
20150717231642,2015-07-17 23:16:42,Health,14
20150717231642,2015-07-17 23:16:42,Hedge funds,7
20150717231642,2015-07-17 23:16:42,Investment,68
20150717231642,2015-07-17 23:16:42,IT,15
20150717231642,2015-07-17 23:16:42,Life insurance,344
20150717231642,2015-07-17 23:16:42,Management consultancy,115
20150717231642,2015-07-17 23:16:42,Pensions,114
20150717231642,2015-07-17 23:16:42,Reinsurance,120
20150717231642,2015-07-17 23:16:42,Risk management,157
20150717231642,2015-07-17 23:16:42,Solvency II,162
20150717231642,2015-07-17 23:16:42,Systems,123
20150717231642,2015-07-17 23:16:42,Other,97
20150719151952,2015-07-19 15:19:52,Banking and finance,16
20150719151952,2015-07-19 15:19:52,General insurance,193
20150719151952,2015-07-19 15:19:52,Health,12
20150719151952,2015-07-19 15:19:52,Hedge funds,5
20150719151952,2015-07-19 15:19:52,Investment,69
20150719151952,2015-07-19 15:19:52,IT,13
20150719151952,2015-07-19 15:19:52,Life insurance,337
20150719151952,2015-07-19 15:19:52,Management consultancy,107
20150719151952,2015-07-19 15:19:52,Pensions,116
20150719151952,2015-07-19 15:19:52,Reinsurance,114
20150719151952,2015-07-19 15:19:52,Risk management,150
20150719151952,2015-07-19 15:19:52,Solvency II,155
20150719151952,2015-07-19 15:19:52,Systems,115
20150719151952,2015-07-19 15:19:52,Other,88
20150808014506,2015-08-08 01:45:06,Banking and finance,18
20150808014506,2015-08-08 01:45:06,General insurance,206
20150808014506,2015-08-08 01:45:06,Health,14
20150808014506,2015-08-08 01:45:06,Hedge funds,5
20150808014506,2015-08-08 01:45:06,Investment,69
20150808014506,2015-08-08 01:45:06,IT,17
20150808014506,2015-08-08 01:45:06,Life insurance,386
20150808014506,2015-08-08 01:45:06,Management consultancy,143
20150808014506,2015-08-08 01:45:06,Pensions,141
20150808014506,2015-08-08 01:45:06,Reinsurance,134
20150808014506,2015-08-08 01:45:06,Risk management,176
20150808014506,2015-08-08 01:45:06,Solvency II,173
20150808014506,2015-08-08 01:45:06,Systems,139
20150808014506,2015-08-08 01:45:06,Other,104
20150809071628,2015-08-09 07:16:28,Banking and finance,17
20150809071628,2015-08-09 07:16:28,General insurance,200
20150809071628,2015-08-09 07:16:28,Health,14
20150809071628,2015-08-09 07:16:28,Hedge funds,5
20150809071628,2015-08-09 07:16:28,Investment,67
20150809071628,2015-08-09 07:16:28,IT,17
20150809071628,2015-08-09 07:16:28,Life insurance,372
20150809071628,2015-08-09 07:16:28,Management consultancy,140
20150809071628,2015-08-09 07:16:28,Pensions,137
20150809071628,2015-08-09 07:16:28,Reinsurance,135
20150809071628,2015-08-09 07:16:28,Risk management,174
20150809071628,2015-08-09 07:16:28,Solvency II,170
20150809071628,2015-08-09 07:16:28,Systems,139
20150809071628,2015-08-09 07:16:28,Other,102
20150909094700,2015-09-09 09:47:00,Banking and finance,25
20150909094700,2015-09-09 09:47:00,General insurance,208
20150909094700,2015-09-09 09:47:00,Health,13
20150909094700,2015-09-09 09:47:00,Hedge funds,9
20150909094700,2015-09-09 09:47:00,Investment,65
20150909094700,2015-09-09 09:47:00,IT,17
20150909094700,2015-09-09 09:47:00,Life insurance,361
20150909094700,2015-09-09 09:47:00,Management consultancy,146
20150909094700,2015-09-09 09:47:00,Pensions,158
20150909094700,2015-09-09 09:47:00,Reinsurance,150
20150909094700,2015-09-09 09:47:00,Risk management,186
20150909094700,2015-09-09 09:47:00,Solvency II,178
20150909094700,2015-09-09 09:47:00,Systems,127
20150909094700,2015-09-09 09:47:00,Other,147
20150918131829,2015-09-18 13:18:29,Banking and finance,29
20150918131829,2015-09-18 13:18:29,General insurance,210
20150918131829,2015-09-18 13:18:29,Health,10
20150918131829,2015-09-18 13:18:29,Hedge funds,11
20150918131829,2015-09-18 13:18:29,Investment,79
20150918131829,2015-09-18 13:18:29,IT,18
20150918131829,2015-09-18 13:18:29,Life insurance,379
20150918131829,2015-09-18 13:18:29,Management consultancy,134
20150918131829,2015-09-18 13:18:29,Pensions,191
20150918131829,2015-09-18 13:18:29,Reinsurance,145
20150918131829,2015-09-18 13:18:29,Risk management,174
20150918131829,2015-09-18 13:18:29,Solvency II,167
20150918131829,2015-09-18 13:18:29,Systems,120
20150918131829,2015-09-18 13:18:29,Other,129
20151007173512,2015-10-07 17:35:12,Banking and finance,30
20151007173512,2015-10-07 17:35:12,General insurance,199
